141,105,3
247.75,95.742,3.5
215.28,212.27,3.5
193.27,74.205,3
128.72,157,2.5
273.23,164.27,3.5
195.23,160.76,3.5
95,155.5,4.5
70,136.53,4.5
143.71,70.251,3
229.71,128.29,3
287.22,82.235,3.5
169.5,176.5,4.5
227.22,162.23,3
209.25,75.291,3
207.22,109.92,3.5
176.86,72.709,3
45,117,4.5
160.25,71.72,3
213.76,127.26,3.5
201.85,177.72,3
164.74,124.47,3.5
190.75,108.71,3
171.5,142,3
85.226,172.77,3.5
116.74,85.779,3.5
211.13,161.49,3.5
216.28,93.62,2.5
197.71,126.28,3
92.5,190.79,3.5
275.74,131.5,3.5
55,99.727,3.5
249.21,180.5,3.5
263.26,97,3.5
114.33,120.89,2.5
236.26,145.76,3.5
75,65,4.5
299.25,116.29,3
242.75,163,3.5
80,119,3
126.72,68.996,3.5
254.24,113.24,3.5
272,81,3
285.5,197.5,4.5
258.23,163.75,3
60.235,153.78,3.5
102.22,173.73,3.5
151,88.287,3.5
68,172.18,4
143.26,192.76,3.5
147.99,123.26,3.5
150.34,210.34,3.5
223.1,110.74,3.5
50.229,171.27,3.5
183.24,211.5,3.5
246.24,213.02,3.5
178.75,160,2.5
245.24,129,3.5
239.75,196.27,3.5
152.84,176.2,3.5
138.71,140.34,3
190.25,228.5,3.5
241.23,78.248,3.5
72.5,100.74,3.5
107.1,103.03,3.5
176.25,194.21,3
224.41,195.5,3.5
47.262,81.22,3.5
133.93,87.244,2.5
220.32,144.86,3
204.43,144,3
302.77,165.87,4
131.23,122.29,3
181.23,125.29,3
65.047,82.414,3.5
116.78,209.23,3.5
185.73,177.27,3.5
305.33,133.17,3
208.54,195.22,3.5
92.18,66.32,3.5
293,99.5,3
104.65,138.64,3
217.69,178.5,2.5
57.616,63.913,4
157.74,106.5,2.5
109.72,191.28,3
109.7,67.737,3.5
62.335,118.11,3.5
238.73,112.21,3.5
261.73,213.5,3.5
82.851,207.92,3
188,143.22,3.5
155.21,141.25,3
307.73,100.72,3.5
287.81,165,3.5
252.77,229.5,3.5
90.238,225.76,3.5
256.73,79.527,3.5
145.63,158.19,4
167.31,89.659,3.5
157.5,227.73,3.5
294.5,181.78,3.5
82.543,83.344,3
99.71,84.561,2.5
89.66,101.77,3
206.22,228.76,3
97.139,120.42,3
124,104.24,3.5
174.5,107.5,3
141.23,227.22,3.5
301.77,83.735,3.5
199.27,211.72,3.5
99.74,208.77,3.5
42.5,153,4.5
267.72,229.79,3.5
111.89,156.46,3.5
136.23,175,3.5
121.7,139.28,3
184.19,91.161,3.5
232.2,94.695,3
126.69,192.22,3
225.31,76.805,3
284.5,115.25,3.5
200.34,92.198,3
296.63,149.27,3.5
162.23,159.01,3.5
237.46,229.5,3
87.148,137.5,3.5
270.7,197.24,3.5
278.5,98.23,3.5
260.32,130.38,3
77.232,154.77,3
119.16,174.34,3.5
107.27,226.25,3.5
48.5,206.79,3.5
75.211,189.79,3.5
192.7,194.5,3
290.68,132,3.5
40.757,188.56,4
167,211,3
281.92,148.41,3.5
133.74,209.75,3.5
38.72,223.76,3.5
233.5,179.72,3.5
52.459,135.53,3
269.5,114.24,3.5
124.24,226.75,3.5
264.25,180.31,3.5
173.96,228,3
65.306,207,4
251.74,146.48,3.5
279.24,181.2,3
276.74,213.75,3.5
266.91,147.67,3
297.25,230.7,3.5
300.09,197.83,3.5
56.221,224.74,3.5
291.23,214.25,3
255.26,196.89,3.5
230.95,212.5,3
159.94,193.6,3
58.134,189.47,4
73.121,225.23,3.5
221.75,229.03,3.5
282.75,230.21,3.5
