226,181,3
110.19,175,3.5
57.5,172.33,3.5
280,82.5,3
277.33,116,3.5
98,102,3
199.29,109.77,3
218,76.5,3
232.37,198.52,3
207.29,214.5,3.5
206,128,3
65.5,63,4.5
272.25,183.28,3
210.21,180.5,3.5
259.87,148.69,3
208.74,93.218,3
73,82,4.5
177.7,178.76,3
196.75,145,3.5
170.5,160.75,3.5
73,209.29,3.5
193.88,179.51,3.5
257.01,182.36,3.5
144.24,177,3.5
21.761,170.26,3.5
222.23,129,3.5
100.24,192.5,3.5
135.28,69,3.5
254.29,215.76,3.5
70,118.5,4.5
237.5,130.26,3.5
233.81,78,3.5
141.74,212.25,3.5
228.5,146.77,3.5
75.194,173.28,3.5
62.779,99.473,4
90.269,210.23,3.5
253.23,131,3.5
37.5,207.72,3.5
244.31,147.88,3.5
241.68,181.84,3.5
203.3,162.5,2.5
182.8,108.71,3
146.74,141.5,2.5
30.017,60.252,4
165.31,230.5,3
82.772,191.76,3.5
127.22,176.08,2.5
115,103.5,3
50.233,154,3.5
47.7,61.474,3.5
231.43,112.44,3
168.01,195.71,3.5
134.52,194.26,3.5
87.715,120,3.5
55.295,208.63,4
166.29,107,3.5
151.26,195,3.5
137.03,158.67,3.5
90.691,83.27,3
100.68,66.035,3.5
212.79,145.79,3
163.5,142.73,3.5
35,116.2,4
283.5,133.5,3
55.237,80.5,3.5
153.86,159.76,3
185.58,73.581,3.5
176.16,90.5,3.5
152.2,70.434,3.5
10,224.5,4.5
250.8,165.26,3
105.19,120.79,3.5
168.82,72.2,3
120,157.74,2.5
238.5,215.71,3.5
198,231.5,4.5
139.73,123,3.5
39.767,171.69,3.5
118,67.5,3
223.27,215.2,3.5
142.45,87.727,4
268.74,132.51,3.5
180.29,143.85,3
219.67,163.73,3
77.776,137.14,3
189.77,126.61,2.5
249.66,79.685,3.5
19.5,77.5,4.5
200.64,197.05,3.5
149.5,106,3
265,81.26,3.5
187.24,161.7,3
184.44,196.45,3
80.264,100.76,3.5
108,84.772,3.5
129.76,140.5,3.5
255.88,97.496,4
44.984,98.127,4
27,96.788,3.5
95.022,138.32,3.5
37.46,79.203,3.5
262.32,115.21,3.5
67.693,154.77,3
80.5,227.7,3.5
60.192,136.18,3
148.78,230.21,3.5
156.61,124.46,3
286.13,100,3.5
248,199,4.5
63.227,227.19,4
112.68,139.25,3
19.757,206.78,3.5
246.5,113.72,3.5
14.212,151.52,3.5
173.28,125.71,3
216.75,197.8,3
271.28,98.766,3.5
245.22,232.5,3.5
181.88,230.98,3.5
122.59,121.97,3.5
117.34,193.49,3.5
102.7,156.78,3
124.73,211.66,3
235.33,164.37,3
97.5,228.23,3.5
175.01,213.5,3
224.62,94.554,3.5
32.221,152.5,3.5
24.243,133.72,3.5
192.44,91.741,2.5
201.8,75,2.5
275.5,233,3
85.18,155.77,3
158.5,212.97,3
83.304,64.617,3.5
125.26,86,3.5
191.25,213.81,3
29.748,189.24,3.5
269.5,216.5,3
159.29,88.997,3.5
266,166,3
52.268,117.19,3
16.713,114.74,3
215.3,111.29,3.5
45.495,226.15,3.5
107.58,210.98,3
132.38,104.68,3
27.708,225.24,3.5
278.36,200.01,3.5
42.219,134.78,3.5
161,177.77,3.5
229.76,232.27,3.5
65.142,191.01,3.5
281.03,166.83,3.5
240.49,96,3
274.97,149.81,3.5
11.751,188.22,4.5
115,228.75,3.5
260.72,233,3.5
263.47,199.74,3.5
47.668,190,3.5
92.617,174.31,3
213.97,231.91,3.5
132.04,229.66,3.5
