149.24,65.233,3.5
186.76,81.756,3.5
192.25,126.76,3.5
133.25,94.726,3
160.85,154.36,3.5
86.45,151.74,2.5
193.75,97.219,3
156.24,80.732,3.5
208.75,97.764,3
230.5,113.5,3
141.11,79.995,3.5
205.5,156.27,3.5
134.22,64.715,3.5
281.77,130.25,3.5
138.79,139.23,3
175.74,155.26,3
277.29,85.749,3.5
183.97,140.92,3.5
273,144.26,3.5
80.744,77.722,3.5
247.5,84.483,3
238.76,98.795,3
285.94,71.262,4
204.24,185,3.5
200.59,112.23,4
155.24,110.29,3
189.37,184.53,3
138,168.24,3.5
258.74,143.76,3.5
223.74,98,3.5
164.5,65.771,3.5
283.79,101,3.5
252.22,129.01,3.5
124.66,109.06,3.5
161.81,125.43,3
117.75,94.046,3.5
148.27,95.25,3
57.751,91.751,3.5
132,124.25,3.5
88.736,63,3.5
197.5,170.5,3
228.76,142.74,3.5
116,152.75,2.5
117,123.74,3.5
57.008,150.27,3.5
151.87,197.47,3.5
94.785,108.1,3
101.26,152.24,3.5
225.49,68.513,3
232.5,83.773,3.5
64.789,106.77,3.5
227.5,171.7,3.5
64.76,136.5,3.5
123.7,138.54,3
275.4,115.23,3.5
163.17,95.679,3
170.27,111.22,3.5
51.178,76.5,4
285.76,173.65,3
262.5,85.254,3.5
215.5,112.77,3.5
201.93,82.411,3
217.09,83.278,3.5
118.9,63.936,3.5
58.51,61.791,3.5
72.247,121.76,3.5
254.08,99.546,3.5
153,168.55,3
240.73,69.258,3.5
103.5,63.5,3
190.74,155.76,3
171.5,81.071,3
95.724,78.224,3.5
268.75,100.29,3
225.31,200.23,3
198.86,141.66,3.5
260.29,114.72,3.5
131,153.48,3
255.5,69.814,3.5
126,79.364,3.5
159.72,183.47,3.5
123,167.63,3.5
49.794,135.5,3.5
233.5,186.26,2.5
182.5,169.8,2.5
243.77,143.26,3.5
212.5,171,3
153.78,139.76,3
79.267,136.77,3.5
140.13,109.71,3
65.5,77.036,3
271.23,173.23,3.5
57.243,121.23,3.5
235.37,157.54,3.5
213.5,142,3
222.24,127.77,3.5
290,115.81,3.5
241.77,172.27,3.5
168.97,140.28,2.5
72.798,92.163,3.5
237.24,128.29,3
73.5,62.293,3.5
179.89,66.482,3.5
86.808,122.24,3
79.768,107.26,3.5
185.59,111.68,3
250.36,158.07,3.5
292,86.5,3
288.13,145.18,3.5
279.61,159.21,3.5
256.75,172.77,3
218.73,185.5,2.5
210.29,67.871,3.5
195.24,67.23,3.5
137.24,196.75,3.5
248.24,186.72,3.5
109.76,108.55,4
174.73,184.22,3
146.95,124.83,3
130.05,181.94,3
265,158.73,3.5
87.5,92.755,3.5
71.5,179.73,2.5
146,154,3
167.74,169.26,3
240.33,200.67,3.5
107.72,195.27,3
266.99,129.64,3.5
181.29,198.37,3
277.5,187.62,3.5
110.58,78.829,3.5
245.61,114.2,4
178.48,96.592,3.5
102.76,93.307,3
210.73,199.72,3
101.91,122.93,3
94.261,137.44,2.5
78.718,165.63,3
166.75,198.03,3.5
145,182.74,3.5
50.119,106.2,3
176.95,126.07,3
86,180.27,3.5
100.48,180.81,2.5
109.2,138.01,3.5
220.52,156.88,3.5
207.22,127.27,3.5
108.27,167.04,2.5
122.38,196.01,3.5
49.481,164.35,3.5
196.1,198.82,3
269.27,201.27,3.5
93.224,194.76,3.5
49.318,192.5,3
64.185,165.12,2.5
72,151,3
115.13,181.51,2.5
78.725,194.26,3
93.481,166.3,2.5
254.7,200.97,3.5
270.87,70.591,3.5
262.73,187.07,3.5
283.71,201.76,3
56.571,179.09,3
63.738,193.77,3
