181.73,67.28,3
209,93.668,3
195.19,93.5,3
140.2,67.275,3
154.04,119.26,3
160.78,106.28,3
181,144.22,2.5
147.23,80.5,3.5
160.88,156.31,3
112.77,94,3.5
195.63,67.245,3
167.78,93.612,3
133.7,106.5,2.5
222.47,93.6,3
161,54.244,3.5
140.23,93.735,3
106.5,106.74,3.5
114,144.28,3.5
174.25,131.75,3.5
188.24,106.28,3
200.76,156.22,3
214.66,131.52,3
229,106.25,3.5
91.209,54.5,3.5
174.7,80.293,3
120.5,131.99,3
119.61,80.739,3.5
160.79,80.5,3.5
167.85,67.452,3
133.25,80.728,3
241.27,131.29,3
120.2,106.74,3
209.48,67.288,3
153.83,93.626,3
180.5,168.5,3
126.76,119.26,3
98.5,67.5,3
188.71,80.5,3.5
132.95,54.133,3.5
140.7,119.25,3
126.62,93.723,3
154,67.255,3.5
99.5,94,3
154.21,144.25,3
221.83,118.95,3
78.5,81,3
214,156,3
246.49,167.62,3
174.19,156.5,3
147,54,3
112.27,67.676,3
207.73,143.79,3
167.71,144.26,3
234.25,143.75,3.5
266.48,155.65,3
235.19,118.86,3
100.21,119.7,3
215.27,106.25,3
105.74,80.775,3
126.2,67.31,3
188.79,54,3.5
267.98,131.12,3
202.81,53.896,3
141.24,169,3.5
297.49,80.5,3
221.12,143.8,3
121,157,3
263.26,93.265,3
271.77,54.269,3
118.87,54.224,3.5
91.889,80.967,3.5
260.55,143.64,3
167.62,168.33,3
85.51,94.259,3.5
187.4,156.28,3
167.8,119.34,3
181.37,119.15,3
242.31,106.24,3
216.21,80.5,3.5
275,118.5,3
259.22,167.5,3
160.75,132,3.5
147.11,106.52,3.5
286.76,143.29,3
216.72,54.202,3.5
113.5,119.28,3.5
114.79,168.85,3
228,131.31,3
208.5,118.8,3
227.08,156.17,3
107,132.12,3.5
270.7,80.322,3
220.23,168.21,3
105,54.401,3.5
281,131,3
147.4,132,3.5
84.657,67.752,3
181.5,93.589,3
193.76,168.24,3
79.173,106.99,3.5
188,131.76,2.5
154.31,168.48,3.5
249.76,93.283,3
284,80.279,3.5
194.3,144.2,3
269.31,105.89,3
201.24,131.69,3
223.43,67.199,3.5
291.32,67.5,3
288.34,118.66,3
80.5,132.27,3.5
127.98,168.62,3.5
201.83,106.34,3
285,167,3
255.8,106.22,3
140.76,144.25,3.5
236.22,93.482,3
264.27,67.282,3
273.82,143.37,3
237.06,67.284,3
276.5,93.266,3.5
278,67.441,3
254.61,131.11,3
174.66,106.28,3
295.72,106.24,3
248.5,118.73,3
92.674,106.76,3
174.77,54,3.5
127.5,144.23,3.5
233,168,3
282.62,106.04,3
194.73,118.93,3
77.356,54.544,3.5
243.41,80.554,3
202.37,80.358,3
229.86,80.502,3.5
134.5,156.5,3
240.47,155.85,3
272.23,167.5,3
230.52,54.118,3.5
258.23,54.26,3.5
244.5,54.223,3.5
253.5,155.51,3
294.25,131.21,3
107.65,156.79,3
250.76,67.696,3
257.2,80.509,3
87.347,144.36,3.5
86.568,119.78,3.5
247.69,143.72,3
94.508,156.79,3.5
147.61,156.33,2.5
133.85,131.87,3
285.48,54.36,3
207,168.24,2.5
100.84,144.51,3.5
290.15,93.336,3
81.63,156.79,3
93.544,132.1,3
88.627,168.68,3
298.72,54.399,3
101.86,168.6,3.5
262.09,118.6,3
279.48,155.39,3
292.34,155.26,3
