171.5,151,4.5
225,188.27,4
179.79,168.89,4.5
182.5,133.73,4
152.5,149.76,5
125,130.48,4.5
220.83,135.82,4.5
192.71,236.27,4.5
158.73,201.77,4.5
190.61,152,4
104.27,164.78,5.5
201.5,134.53,4.5
150.39,184.69,4
182.5,251.5,4.5
239.73,136.74,4.5
239.26,222.25,4.5
195.5,204,4.5
209.76,152.76,3.5
187.74,186.28,4
198.68,169.97,4
235.84,171.7,4.5
273,173.74,5
221.48,221.39,4.5
200.22,252.27,4.5
214,204.75,4
112.76,182.72,5.5
166.78,218.78,4.5
206.5,187.74,3.5
141.98,167.01,4.5
217.34,170.67,3.5
123,166,4.5
164.5,250.5,4.5
264.5,239.24,3.5
140.19,201.11,4.5
232.27,118.39,4.5
135.56,112.78,5
261.48,190.25,4
160.95,168.01,4.5
247.13,154.99,4
156.5,234.5,4.5
169.21,185.63,4
174.57,235.44,4.5
105.5,129.27,5
203.5,220.72,3.5
257.35,223.16,4
246.71,238.63,4
207.6,267.98,4.5
228.77,237.76,4.5
251.23,119.25,4.5
232.33,205.51,4
243.24,189.27,4.5
228.31,153.92,4.5
279.5,191,4.5
174.24,114.77,3.5
250.54,206.34,4
210.85,237.02,4
281.71,239.77,4.5
270.77,254.79,4.5
253.21,254.35,4
146.74,249.75,4.5
177.31,202.9,5
277.32,139.13,4.5
218.35,252.99,4
225,268.76,4
185.26,219.77,4.5
133.5,148.77,5
131.79,183.65,4.5
144,131.51,4.5
288,255.29,3.5
286.5,207.86,4
212.87,117.02,4.5
163.25,132.52,3.5
258.28,137.75,4.5
154.74,113.74,4.5
292.95,224.25,4
270.26,120.38,4.5
148.42,217.93,4.5
103.11,199.03,5
121.74,200.2,4.5
266,156.23,4
295.85,140,4
130.21,217,4
85.5,163.78,5
268.39,207.22,4.5
172.5,266.24,4
111.79,216.11,4.5
242.77,269.24,4.5
284.5,156.77,4
114.3,147.66,4.5
288.74,121.75,4.5
254.74,172.73,4.5
235.81,253.66,4
297.74,191.75,4.5
309.24,175.26,4.5
304.23,208.5,4
95.323,146.66,5
291.15,174.52,4
102.19,231.65,4.5
190,267,4.5
77.243,109.51,5
277.24,270.24,4.5
138.26,233.55,4
84.737,197.76,4.5
128.77,248.75,4.5
93.5,215,4.5
316.23,240.99,4
120.26,232.76,4.5
193.65,115.99,4
310.26,225,4
332.23,142,4
339.01,210,4.5
86.5,128.27,5
115.98,111.74,5
66.242,196.99,5
315.43,192.6,4
305.35,256.03,4
94.168,181.55,5
302.51,157.99,4.5
76.5,145.75,5
275.24,223.77,4.5
332.94,193.41,4.5
320.5,158.77,4
350.31,194.18,4
299.04,240.36,4
325.74,123.76,4.5
259.74,269.75,4.5
321.74,209.28,4.5
344.5,177.13,4
338.69,159.73,4.5
57.898,108.5,4
344.54,225.99,4.5
154.73,265.75,4.5
75.691,180.63,4.5
137,264.81,4
66.535,162.75,5
314.25,140.75,4.5
67.264,127.5,5
96.517,110.5,4.5
118.99,263.75,4
338.74,256.75,3.5
307.46,122.73,4
349.73,143,4
75.5,214.05,4.5
84.229,230.75,4.5
311,271.27,3.5
327.5,225.5,4.5
57,179.5,4.5
343.71,124.76,4.5
333.42,241.46,4
326.93,176.25,4
327.74,271.26,3.5
57.518,144.75,5
355.75,160.76,4.5
110.67,247.96,4
294.3,270.74,4
322.23,256.23,4.5
92.741,246.78,4.5
57.198,212.89,4.5
66.241,229.32,4.5
66.242,260.74,4.5
83.714,261.88,4.5
101.51,262.84,4
361.5,126.01,4.5
74.974,245.5,4.5
57.41,244.77,4
